participant,id,adjectivestring,filler_acceptability,item_type,scenario,adj_target,adj_secondary,adj_secondary_type,order,group,condition,response,time
9,ch_test_4,long leather,,test,couch,long,leather,absolute,first,2,bimodal,5,1.81
9,ch_test_5,cheap long,,test,couch,long,cheap,scalar,second,2,bimodal,5,2.941
9,ch_test_6,long cheap,,test,couch,long,cheap,scalar,first,2,bimodal,2,3.273
9,ch_test_7,discounted long,,test,couch,long,discounted,absolute,second,2,bimodal,5,5.916
9,ch_test_8,long discounted,,test,couch,long,discounted,absolute,first,2,bimodal,5,5.321
9,tv_filler_1,,questionable,filler,tv,,,,,2,unimodal,2,5.376
9,tv_filler_2,,questionable,filler,tv,,,,,2,unimodal,1,2.772
9,tv_filler_3,,acceptable,filler,tv,,,,,2,unimodal,5,1.564
9,tv_filler_4,,acceptable,filler,tv,,,,,2,unimodal,5,1.861
9,tv_filler_5,,acceptable,filler,tv,,,,,2,unimodal,5,1.727
9,tv_filler_6,,unacceptable,filler,tv,,,,,2,unimodal,1,1.702
9,tv_filler_7,,unacceptable,filler,tv,,,,,2,unimodal,1,2.293
9,tv_filler_8,,unacceptable,filler,tv,,,,,2,unimodal,1,1.464
9,tv_filler_9,,unacceptable,filler,tv,,,,,2,unimodal,1,2.68
9,tv_filler_10,,acceptable,filler,tv,,,,,2,unimodal,5,2.059
9,ch_filler_1,,questionable,filler,couch,,,,,2,bimodal,4,6.663
9,ch_filler_2,,acceptable,filler,couch,,,,,2,bimodal,5,2.038
9,ch_filler_3,,acceptable,filler,couch,,,,,2,bimodal,5,2.044
9,ch_filler_4,,questionable,filler,couch,,,,,2,bimodal,3,35.596
9,ch_filler_5,,questionable,filler,couch,,,,,2,bimodal,3,12.204
9,ch_filler_6,,acceptable,filler,couch,,,,,2,bimodal,5,1.748
9,ch_filler_7,,unacceptable,filler,couch,,,,,2,bimodal,1,2.128
9,ch_filler_8,,unacceptable,filler,couch,,,,,2,bimodal,1,1.824
9,ch_filler_9,,acceptable,filler,couch,,,,,2,bimodal,5,6.396
9,ch_filler_10,,unacceptable,filler,couch,,,,,2,bimodal,1,2.282
10,tv_test_1,big expensive,,test,tv,big,expensive,scalar,first,2,unimodal,5,1.499
10,tv_test_2,expensive big,,test,tv,big,expensive,scalar,second,2,unimodal,5,2.813
10,tv_test_3,refurbished big,,test,tv,big,refurbished,absolute,second,2,unimodal,5,3.553
10,tv_test_4,big refurbished,,test,tv,big,refurbished,absolute,first,2,unimodal,5,1.2
10,tv_test_5,big cheap,,test,tv,big,cheap,scalar,first,2,unimodal,5,1.369
10,tv_test_6,cheap big,,test,tv,big,cheap,scalar,second,2,unimodal,5,2.045
10,tv_test_7,big discounted,,test,tv,big,discounted,absolute,first,2,unimodal,5,1.937
10,tv_test_8,discounted big,,test,tv,big,discounted,absolute,second,2,unimodal,5,4.61
10,ch_test_1,long expensive,,test,couch,long,expensive,scalar,first,2,bimodal,5,2.188
10,ch_test_2,expensive long,,test,couch,long,expensive,scalar,second,2,bimodal,5,1.472
10,ch_test_3,leather long,,test,couch,long,leather,absolute,second,2,bimodal,5,2.928
10,ch_test_4,long leather,,test,couch,long,leather,absolute,first,2,bimodal,5,1.506
10,ch_test_5,cheap long,,test,couch,long,cheap,scalar,second,2,bimodal,5,3.208
10,ch_test_6,long cheap,,test,couch,long,cheap,scalar,first,2,bimodal,5,1.795
10,ch_test_7,discounted long,,test,couch,long,discounted,absolute,second,2,bimodal,5,1.35
10,ch_test_8,long discounted,,test,couch,long,discounted,absolute,first,2,bimodal,5,2.614
10,tv_filler_1,,questionable,filler,tv,,,,,2,unimodal,5,1.408
10,tv_filler_2,,questionable,filler,tv,,,,,2,unimodal,1,2.754
10,tv_filler_3,,acceptable,filler,tv,,,,,2,unimodal,5,1.346
10,tv_filler_4,,acceptable,filler,tv,,,,,2,unimodal,5,1.236
10,tv_filler_5,,acceptable,filler,tv,,,,,2,unimodal,5,1.237
10,tv_filler_6,,unacceptable,filler,tv,,,,,2,unimodal,1,1.199
10,tv_filler_7,,unacceptable,filler,tv,,,,,2,unimodal,1,1.854
10,tv_filler_8,,unacceptable,filler,tv,,,,,2,unimodal,1,1.898
10,tv_filler_9,,unacceptable,filler,tv,,,,,2,unimodal,1,1.676
10,tv_filler_10,,acceptable,filler,tv,,,,,2,unimodal,5,1.583
10,ch_filler_1,,questionable,filler,couch,,,,,2,bimodal,5,1.692
10,ch_filler_2,,acceptable,filler,couch,,,,,2,bimodal,5,1.326
10,ch_filler_3,,acceptable,filler,couch,,,,,2,bimodal,5,1.545
10,ch_filler_4,,questionable,filler,couch,,,,,2,bimodal,4,3.994
10,ch_filler_5,,questionable,filler,couch,,,,,2,bimodal,2,3.226
10,ch_filler_6,,acceptable,filler,couch,,,,,2,bimodal,5,2.362
10,ch_filler_7,,unacceptable,filler,couch,,,,,2,bimodal,1,1.379
10,ch_filler_8,,unacceptable,filler,couch,,,,,2,bimodal,1,1.851
10,ch_filler_9,,acceptable,filler,couch,,,,,2,bimodal,5,4.235
10,ch_filler_10,,unacceptable,filler,couch,,,,,2,bimodal,1,2.604
11,tv_test_1,big expensive,,test,tv,big,expensive,scalar,first,1,bimodal,4,3.156
11,tv_test_2,expensive big,,test,tv,big,expensive,scalar,second,1,bimodal,4,2.816
11,tv_test_3,refurbished big,,test,tv,big,refurbished,absolute,second,1,bimodal,1,2.487
11,tv_test_4,big refurbished,,test,tv,big,refurbished,absolute,first,1,bimodal,2,2.862
11,tv_test_5,big cheap,,test,tv,big,cheap,scalar,first,1,bimodal,2,2.381
11,tv_test_6,cheap big,,test,tv,big,cheap,scalar,second,1,bimodal,4,2.858
11,tv_test_7,big discounted,,test,tv,big,discounted,absolute,first,1,bimodal,2,2.835
11,tv_test_8,discounted big,,test,tv,big,discounted,absolute,second,1,bimodal,2,2.471
11,ch_test_1,long expensive,,test,couch,long,expensive,scalar,first,1,unimodal,2,2.468
11,ch_test_2,expensive long,,test,couch,long,expensive,scalar,second,1,unimodal,3,2.348
11,ch_test_3,leather long,,test,couch,long,leather,absolute,second,1,unimodal,2,6.583
11,ch_test_4,long leather,,test,couch,long,leather,absolute,first,1,unimodal,4,2.989
11,ch_test_5,cheap long,,test,couch,long,cheap,scalar,second,1,unimodal,2,2.262
11,ch_test_6,long cheap,,test,couch,long,cheap,scalar,first,1,unimodal,2,4.157
11,ch_test_7,discounted long,,test,couch,long,discounted,absolute,second,1,unimodal,2,3.295
11,ch_test_8,long discounted,,test,couch,long,discounted,absolute,first,1,unimodal,1,2.214
11,tv_filler_1,,questionable,filler,tv,,,,,1,bimodal,3,4.549
11,tv_filler_2,,questionable,filler,tv,,,,,1,bimodal,1,3.156
11,tv_filler_3,,acceptable,filler,tv,,,,,1,bimodal,3,4.385
11,tv_filler_4,,acceptable,filler,tv,,,,,1,bimodal,5,2.175
11,tv_filler_5,,acceptable,filler,tv,,,,,1,bimodal,4,2.688
11,tv_filler_6,,unacceptable,filler,tv,,,,,1,bimodal,1,2.52
11,tv_filler_7,,unacceptable,filler,tv,,,,,1,bimodal,1,3.418
11,tv_filler_8,,unacceptable,filler,tv,,,,,1,bimodal,1,2.732
11,tv_filler_9,,unacceptable,filler,tv,,,,,1,bimodal,1,3.816
11,tv_filler_10,,acceptable,filler,tv,,,,,1,bimodal,5,3.17
11,ch_filler_1,,questionable,filler,couch,,,,,1,unimodal,3,2.396
11,ch_filler_2,,acceptable,filler,couch,,,,,1,unimodal,5,1.937
11,ch_filler_3,,acceptable,filler,couch,,,,,1,unimodal,4,1.974
11,ch_filler_4,,questionable,filler,couch,,,,,1,unimodal,4,2.186
11,ch_filler_5,,questionable,filler,couch,,,,,1,unimodal,1,2.588
11,ch_filler_6,,acceptable,filler,couch,,,,,1,unimodal,4,2.154
11,ch_filler_7,,unacceptable,filler,couch,,,,,1,unimodal,1,2.469
11,ch_filler_8,,unacceptable,filler,couch,,,,,1,unimodal,1,2.39
11,ch_filler_9,,acceptable,filler,couch,,,,,1,unimodal,4,3.716
11,ch_filler_10,,unacceptable,filler,couch,,,,,1,unimodal,4,2.429
12,tv_test_1,big expensive,,test,tv,big,expensive,scalar,first,2,unimodal,5,2.294
12,tv_test_2,expensive big,,test,tv,big,expensive,scalar,second,2,unimodal,2,2.959
12,tv_test_3,refurbished big,,test,tv,big,refurbished,absolute,second,2,unimodal,2,2.324
12,tv_test_4,big refurbished,,test,tv,big,refurbished,absolute,first,2,unimodal,4,2.124
12,tv_test_5,big cheap,,test,tv,big,cheap,scalar,first,2,unimodal,5,6.228
12,tv_test_6,cheap big,,test,tv,big,cheap,scalar,second,2,unimodal,4,2.464
12,tv_test_7,big discounted,,test,tv,big,discounted,absolute,first,2,unimodal,5,2.313
12,tv_test_8,discounted big,,test,tv,big,discounted,absolute,second,2,unimodal,2,2.472
12,ch_test_1,long expensive,,test,couch,long,expensive,scalar,first,2,bimodal,5,3.176
12,ch_test_2,expensive long,,test,couch,long,expensive,scalar,second,2,bimodal,5,1.989
12,ch_test_3,leather long,,test,couch,long,leather,absolute,second,2,bimodal,2,3.203
12,ch_test_4,long leather,,test,couch,long,leather,absolute,first,2,bimodal,5,2.079
12,ch_test_5,cheap long,,test,couch,long,cheap,scalar,second,2,bimodal,5,2.629
12,ch_test_6,long cheap,,test,couch,long,cheap,scalar,first,2,bimodal,5,3.035
12,ch_test_7,discounted long,,test,couch,long,discounted,absolute,second,2,bimodal,2,2.668
12,ch_test_8,long discounted,,test,couch,long,discounted,absolute,first,2,bimodal,5,6.475
12,tv_filler_1,,questionable,filler,tv,,,,,2,unimodal,5,2.761
12,tv_filler_2,,questionable,filler,tv,,,,,2,unimodal,1,5.426
12,tv_filler_3,,acceptable,filler,tv,,,,,2,unimodal,5,3.103
12,tv_filler_4,,acceptable,filler,tv,,,,,2,unimodal,5,1.892
12,tv_filler_5,,acceptable,filler,tv,,,,,2,unimodal,5,2.303
12,tv_filler_6,,unacceptable,filler,tv,,,,,2,unimodal,1,1.796
12,tv_filler_7,,unacceptable,filler,tv,,,,,2,unimodal,1,2.006
12,tv_filler_8,,unacceptable,filler,tv,,,,,2,unimodal,1,1.724
12,tv_filler_9,,unacceptable,filler,tv,,,,,2,unimodal,1,3.431
12,tv_filler_10,,acceptable,filler,tv,,,,,2,unimodal,5,2.389
12,ch_filler_1,,questionable,filler,couch,,,,,2,bimodal,5,3.699
12,ch_filler_2,,acceptable,filler,couch,,,,,2,bimodal,5,2.116
12,ch_filler_3,,acceptable,filler,couch,,,,,2,bimodal,5,3.771
12,ch_filler_4,,questionable,filler,couch,,,,,2,bimodal,2,4.017
12,ch_filler_5,,questionable,filler,couch,,,,,2,bimodal,2,3.995
12,ch_filler_6,,acceptable,filler,couch,,,,,2,bimodal,5,3.089
12,ch_filler_7,,unacceptable,filler,couch,,,,,2,bimodal,1,1.938
12,ch_filler_8,,unacceptable,filler,couch,,,,,2,bimodal,1,2.031
12,ch_filler_9,,acceptable,filler,couch,,,,,2,bimodal,5,2.054
12,ch_filler_10,,unacceptable,filler,couch,,,,,2,bimodal,1,2.821
13,tv_test_1,big expensive,,test,tv,big,expensive,scalar,first,1,bimodal,5,2.655
13,tv_test_2,expensive big,,test,tv,big,expensive,scalar,second,1,bimodal,5,3.447
13,tv_test_3,refurbished big,,test,tv,big,refurbished,absolute,second,1,bimodal,5,2.445
13,tv_test_4,big refurbished,,test,tv,big,refurbished,absolute,first,1,bimodal,5,1.824
13,tv_test_5,big cheap,,test,tv,big,cheap,scalar,first,1,bimodal,5,3.533
13,tv_test_6,cheap big,,test,tv,big,cheap,scalar,second,1,bimodal,5,1.736
13,tv_test_7,big discounted,,test,tv,big,discounted,absolute,first,1,bimodal,5,1.438
13,tv_test_8,discounted big,,test,tv,big,discounted,absolute,second,1,bimodal,5,1.41
13,ch_test_1,long expensive,,test,couch,long,expensive,scalar,first,1,unimodal,5,2.032
13,ch_test_2,expensive long,,test,couch,long,expensive,scalar,second,1,unimodal,5,1.434
13,ch_test_3,leather long,,test,couch,long,leather,absolute,second,1,unimodal,2,5.748
13,ch_test_4,long leather,,test,couch,long,leather,absolute,first,1,unimodal,5,3.848
13,ch_test_5,cheap long,,test,couch,long,cheap,scalar,second,1,unimodal,5,5.569
13,ch_test_6,long cheap,,test,couch,long,cheap,scalar,first,1,unimodal,5,4.988
13,ch_test_7,discounted long,,test,couch,long,discounted,absolute,second,1,unimodal,5,1.925
13,ch_test_8,long discounted,,test,couch,long,discounted,absolute,first,1,unimodal,1,1.813
13,tv_filler_1,,questionable,filler,tv,,,,,1,bimodal,5,1.322
13,tv_filler_2,,questionable,filler,tv,,,,,1,bimodal,5,2.044
13,tv_filler_3,,acceptable,filler,tv,,,,,1,bimodal,5,1.323
13,tv_filler_4,,acceptable,filler,tv,,,,,1,bimodal,5,1.898
13,tv_filler_5,,acceptable,filler,tv,,,,,1,bimodal,5,1.644
13,tv_filler_6,,unacceptable,filler,tv,,,,,1,bimodal,1,1.546
13,tv_filler_7,,unacceptable,filler,tv,,,,,1,bimodal,1,1.751
13,tv_filler_8,,unacceptable,filler,tv,,,,,1,bimodal,1,1.789
13,tv_filler_9,,unacceptable,filler,tv,,,,,1,bimodal,1,3.099
13,tv_filler_10,,acceptable,filler,tv,,,,,1,bimodal,5,1.533
13,ch_filler_1,,questionable,filler,couch,,,,,1,unimodal,5,2.619
13,ch_filler_2,,acceptable,filler,couch,,,,,1,unimodal,5,1.194
13,ch_filler_3,,acceptable,filler,couch,,,,,1,unimodal,5,2.195
13,ch_filler_4,,questionable,filler,couch,,,,,1,unimodal,1,2.419
13,ch_filler_5,,questionable,filler,couch,,,,,1,unimodal,5,2.291
13,ch_filler_6,,acceptable,filler,couch,,,,,1,unimodal,5,1.473
13,ch_filler_7,,unacceptable,filler,couch,,,,,1,unimodal,1,1.892
13,ch_filler_8,,unacceptable,filler,couch,,,,,1,unimodal,1,1.57
13,ch_filler_9,,acceptable,filler,couch,,,,,1,unimodal,5,3.586
13,ch_filler_10,,unacceptable,filler,couch,,,,,1,unimodal,1,2.254
14,tv_test_1,big expensive,,test,tv,big,expensive,scalar,first,2,unimodal,5,2.931
14,tv_test_2,expensive big,,test,tv,big,expensive,scalar,second,2,unimodal,5,3.123
14,tv_test_3,refurbished big,,test,tv,big,refurbished,absolute,second,2,unimodal,4,3.878
14,tv_test_4,big refurbished,,test,tv,big,refurbished,absolute,first,2,unimodal,5,2.891
14,tv_test_5,big cheap,,test,tv,big,cheap,scalar,first,2,unimodal,5,1.895
14,tv_test_6,cheap big,,test,tv,big,cheap,scalar,second,2,unimodal,5,1.878
14,tv_test_7,big discounted,,test,tv,big,discounted,absolute,first,2,unimodal,5,2.159
14,tv_test_8,discounted big,,test,tv,big,discounted,absolute,second,2,unimodal,5,3.001
14,ch_test_1,long expensive,,test,couch,long,expensive,scalar,first,2,bimodal,4,1.403
14,ch_test_2,expensive long,,test,couch,long,expensive,scalar,second,2,bimodal,4,3.782
14,ch_test_3,leather long,,test,couch,long,leather,absolute,second,2,bimodal,4,2.781
14,ch_test_4,long leather,,test,couch,long,leather,absolute,first,2,bimodal,5,1.634
14,ch_test_5,cheap long,,test,couch,long,cheap,scalar,second,2,bimodal,5,2.319
14,ch_test_6,long cheap,,test,couch,long,cheap,scalar,first,2,bimodal,5,2.065
14,ch_test_7,discounted long,,test,couch,long,discounted,absolute,second,2,bimodal,5,1.807
14,ch_test_8,long discounted,,test,couch,long,discounted,absolute,first,2,bimodal,5,1.94
14,tv_filler_1,,questionable,filler,tv,,,,,2,unimodal,2,2.935
14,tv_filler_2,,questionable,filler,tv,,,,,2,unimodal,1,2.406
14,tv_filler_3,,acceptable,filler,tv,,,,,2,unimodal,5,1.974
14,tv_filler_4,,acceptable,filler,tv,,,,,2,unimodal,5,4.063
14,tv_filler_5,,acceptable,filler,tv,,,,,2,unimodal,5,1.811
14,tv_filler_6,,unacceptable,filler,tv,,,,,2,unimodal,1,2.342
14,tv_filler_7,,unacceptable,filler,tv,,,,,2,unimodal,1,2.074
14,tv_filler_8,,unacceptable,filler,tv,,,,,2,unimodal,1,1.975
14,tv_filler_9,,unacceptable,filler,tv,,,,,2,unimodal,1,3.315
14,tv_filler_10,,acceptable,filler,tv,,,,,2,unimodal,5,2.284
14,ch_filler_1,,questionable,filler,couch,,,,,2,bimodal,4,2.173
14,ch_filler_2,,acceptable,filler,couch,,,,,2,bimodal,5,2.748
14,ch_filler_3,,acceptable,filler,couch,,,,,2,bimodal,5,2.196
14,ch_filler_4,,questionable,filler,couch,,,,,2,bimodal,1,2.265
14,ch_filler_5,,questionable,filler,couch,,,,,2,bimodal,1,2.31
14,ch_filler_6,,acceptable,filler,couch,,,,,2,bimodal,5,1.442
14,ch_filler_7,,unacceptable,filler,couch,,,,,2,bimodal,1,1.74
14,ch_filler_8,,unacceptable,filler,couch,,,,,2,bimodal,1,2.787
14,ch_filler_9,,acceptable,filler,couch,,,,,2,bimodal,5,1.774
14,ch_filler_10,,unacceptable,filler,couch,,,,,2,bimodal,1,2.904
15,tv_test_1,big expensive,,test,tv,big,expensive,scalar,first,2,unimodal,3,5.937
15,tv_test_2,expensive big,,test,tv,big,expensive,scalar,second,2,unimodal,5,2.725
15,tv_test_3,refurbished big,,test,tv,big,refurbished,absolute,second,2,unimodal,4,3.285
15,tv_test_4,big refurbished,,test,tv,big,refurbished,absolute,first,2,unimodal,5,2.388
15,tv_test_5,big cheap,,test,tv,big,cheap,scalar,first,2,unimodal,5,3.84
15,tv_test_6,cheap big,,test,tv,big,cheap,scalar,second,2,unimodal,5,3.026
15,tv_test_7,big discounted,,test,tv,big,discounted,absolute,first,2,unimodal,3,1.795
15,tv_test_8,discounted big,,test,tv,big,discounted,absolute,second,2,unimodal,3,3.265
15,ch_test_1,long expensive,,test,couch,long,expensive,scalar,first,2,bimodal,4,1.637
15,ch_test_2,expensive long,,test,couch,long,expensive,scalar,second,2,bimodal,3,1.502
15,ch_test_3,leather long,,test,couch,long,leather,absolute,second,2,bimodal,4,2.002
15,ch_test_4,long leather,,test,couch,long,leather,absolute,first,2,bimodal,4,4.674
15,ch_test_5,cheap long,,test,couch,long,cheap,scalar,second,2,bimodal,4,2.855
15,ch_test_6,long cheap,,test,couch,long,cheap,scalar,first,2,bimodal,4,1.97
15,ch_test_7,discounted long,,test,couch,long,discounted,absolute,second,2,bimodal,4,1.858
15,ch_test_8,long discounted,,test,couch,long,discounted,absolute,first,2,bimodal,4,1.839
15,tv_filler_1,,questionable,filler,tv,,,,,2,unimodal,4,3.194
15,tv_filler_2,,questionable,filler,tv,,,,,2,unimodal,1,1.966
15,tv_filler_3,,acceptable,filler,tv,,,,,2,unimodal,5,2.345
15,tv_filler_4,,acceptable,filler,tv,,,,,2,unimodal,5,2.849
15,tv_filler_5,,acceptable,filler,tv,,,,,2,unimodal,4,2.258
15,tv_filler_6,,unacceptable,filler,tv,,,,,2,unimodal,2,4.676
15,tv_filler_7,,unacceptable,filler,tv,,,,,2,unimodal,1,2.854
15,tv_filler_8,,unacceptable,filler,tv,,,,,2,unimodal,1,1.819
15,tv_filler_9,,unacceptable,filler,tv,,,,,2,unimodal,1,3.232
15,tv_filler_10,,acceptable,filler,tv,,,,,2,unimodal,5,1.877
15,ch_filler_1,,questionable,filler,couch,,,,,2,bimodal,4,4.962
15,ch_filler_2,,acceptable,filler,couch,,,,,2,bimodal,5,1.588
15,ch_filler_3,,acceptable,filler,couch,,,,,2,bimodal,4,2.282
15,ch_filler_4,,questionable,filler,couch,,,,,2,bimodal,4,3.176
15,ch_filler_5,,questionable,filler,couch,,,,,2,bimodal,3,4.127
15,ch_filler_6,,acceptable,filler,couch,,,,,2,bimodal,5,1.883
15,ch_filler_7,,unacceptable,filler,couch,,,,,2,bimodal,1,2.42
15,ch_filler_8,,unacceptable,filler,couch,,,,,2,bimodal,1,7.55
15,ch_filler_9,,acceptable,filler,couch,,,,,2,bimodal,5,2.119
15,ch_filler_10,,unacceptable,filler,couch,,,,,2,bimodal,5,1.659
16,tv_test_1,big expensive,,test,tv,big,expensive,scalar,first,2,unimodal,4,9.303
16,tv_test_2,expensive big,,test,tv,big,expensive,scalar,second,2,unimodal,2,6.126
16,tv_test_3,refurbished big,,test,tv,big,refurbished,absolute,second,2,unimodal,5,2.64
16,tv_test_4,big refurbished,,test,tv,big,refurbished,absolute,first,2,unimodal,4,3.465
16,tv_test_5,big cheap,,test,tv,big,cheap,scalar,first,2,unimodal,4,2.524
16,tv_test_6,cheap big,,test,tv,big,cheap,scalar,second,2,unimodal,3,12.123
16,tv_test_7,big discounted,,test,tv,big,discounted,absolute,first,2,unimodal,4,2.762
16,tv_test_8,discounted big,,test,tv,big,discounted,absolute,second,2,unimodal,4,4.584
16,ch_test_1,long expensive,,test,couch,long,expensive,scalar,first,2,bimodal,5,5.101
16,ch_test_2,expensive long,,test,couch,long,expensive,scalar,second,2,bimodal,3,4.522
16,ch_test_3,leather long,,test,couch,long,leather,absolute,second,2,bimodal,2,3.39
16,ch_test_4,long leather,,test,couch,long,leather,absolute,first,2,bimodal,5,2.997
16,ch_test_5,cheap long,,test,couch,long,cheap,scalar,second,2,bimodal,4,5.245
16,ch_test_6,long cheap,,test,couch,long,cheap,scalar,first,2,bimodal,5,6.049
16,ch_test_7,discounted long,,test,couch,long,discounted,absolute,second,2,bimodal,4,2.938
16,ch_test_8,long discounted,,test,couch,long,discounted,absolute,first,2,bimodal,5,5.618
16,tv_filler_1,,questionable,filler,tv,,,,,2,unimodal,5,5.755
16,tv_filler_2,,questionable,filler,tv,,,,,2,unimodal,1,2.93
16,tv_filler_3,,acceptable,filler,tv,,,,,2,unimodal,5,2.171
16,tv_filler_4,,acceptable,filler,tv,,,,,2,unimodal,4,2.89
16,tv_filler_5,,acceptable,filler,tv,,,,,2,unimodal,5,2.171
16,tv_filler_6,,unacceptable,filler,tv,,,,,2,unimodal,1,2.055
16,tv_filler_7,,unacceptable,filler,tv,,,,,2,unimodal,1,2.752
16,tv_filler_8,,unacceptable,filler,tv,,,,,2,unimodal,1,4.267
16,tv_filler_9,,unacceptable,filler,tv,,,,,2,unimodal,1,7.503
16,tv_filler_10,,acceptable,filler,tv,,,,,2,unimodal,5,1.538
16,ch_filler_1,,questionable,filler,couch,,,,,2,bimodal,4,7.757
16,ch_filler_2,,acceptable,filler,couch,,,,,2,bimodal,5,2.08
16,ch_filler_3,,acceptable,filler,couch,,,,,2,bimodal,5,3.408
16,ch_filler_4,,questionable,filler,couch,,,,,2,bimodal,2,13.139
16,ch_filler_5,,questionable,filler,couch,,,,,2,bimodal,2,2.684
16,ch_filler_6,,acceptable,filler,couch,,,,,2,bimodal,5,6.239
16,ch_filler_7,,unacceptable,filler,couch,,,,,2,bimodal,1,1.837
16,ch_filler_8,,unacceptable,filler,couch,,,,,2,bimodal,1,3.511
16,ch_filler_9,,acceptable,filler,couch,,,,,2,bimodal,5,5.094
16,ch_filler_10,,unacceptable,filler,couch,,,,,2,bimodal,1,3.585
17,tv_test_1,big expensive,,test,tv,big,expensive,scalar,first,1,bimodal,4,4.452
17,tv_test_2,expensive big,,test,tv,big,expensive,scalar,second,1,bimodal,4,1.936
17,tv_test_3,refurbished big,,test,tv,big,refurbished,absolute,second,1,bimodal,2,4.748
17,tv_test_4,big refurbished,,test,tv,big,refurbished,absolute,first,1,bimodal,4,2.94
17,tv_test_5,big cheap,,test,tv,big,cheap,scalar,first,1,bimodal,5,2.998
17,tv_test_6,cheap big,,test,tv,big,cheap,scalar,second,1,bimodal,3,6.435
17,tv_test_7,big discounted,,test,tv,big,discounted,absolute,first,1,bimodal,4,8.035
17,tv_test_8,discounted big,,test,tv,big,discounted,absolute,second,1,bimodal,4,7.976
17,ch_test_1,long expensive,,test,couch,long,expensive,scalar,first,1,unimodal,5,5.044
17,ch_test_2,expensive long,,test,couch,long,expensive,scalar,second,1,unimodal,4,2.138
17,ch_test_3,leather long,,test,couch,long,leather,absolute,second,1,unimodal,4,5.559
17,ch_test_4,long leather,,test,couch,long,leather,absolute,first,1,unimodal,4,1.701
17,ch_test_5,cheap long,,test,couch,long,cheap,scalar,second,1,unimodal,3,3.017
17,ch_test_6,long cheap,,test,couch,long,cheap,scalar,first,1,unimodal,4,3.325
17,ch_test_7,discounted long,,test,couch,long,discounted,absolute,second,1,unimodal,4,1.71
17,ch_test_8,long discounted,,test,couch,long,discounted,absolute,first,1,unimodal,4,2.098
17,tv_filler_1,,questionable,filler,tv,,,,,1,bimodal,4,3.675
17,tv_filler_2,,questionable,filler,tv,,,,,1,bimodal,3,3.66
17,tv_filler_3,,acceptable,filler,tv,,,,,1,bimodal,5,3.164
17,tv_filler_4,,acceptable,filler,tv,,,,,1,bimodal,4,3.028
17,tv_filler_5,,acceptable,filler,tv,,,,,1,bimodal,4,1.728
17,tv_filler_6,,unacceptable,filler,tv,,,,,1,bimodal,1,1.927
17,tv_filler_7,,unacceptable,filler,tv,,,,,1,bimodal,1,2.254
